legislador,clave,legislador_id,camara,distrito,bloque,bloque_norm,desde,hasta,bloque_linaje,fuente,nota
"Fayad, Victor Manuel Federico",FAYAD FEDERICO MANUEL VICTOR,leg:fc8bfa943764,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Felgueras, Ricardo Ernesto",ERNESTO FELGUERAS RICARDO,leg:3b2c80b404a2,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Fernandez Gill, Guillermo",FERNANDEZ GILL GUILLERMO,leg:be3b7bae4bd0,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Fernandez Meijide, Graciela",FERNANDEZ GRACIELA MEIJIDE,leg:01d900b40405,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Figueroa, Pedro Octavio",FIGUEROA OCTAVIO PEDRO,leg:e92fbaba7f6f,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Flores, Rafael Horacio",FLORES HORACIO RAFAEL,leg:8e06c5f26c94,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Folloni, Jorge Oscar",FOLLONI JORGE OSCAR,leg:264f8366776f,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Fragoso, Francisco Ulises",FRAGOSO FRANCISCO ULISES,leg:bb4ec7c3edd4,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Funes, Carlos Delcio",CARLOS DELCIO FUNES,leg:b4e623ac7192,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Galante, Pedro Jorge Roque",GALANTE JORGE PEDRO ROQUE,leg:9fadf4a76cd2,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gallo, Orlando Juan",GALLO JUAN ORLANDO,leg:f21da1d39ee9,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Galvan, Raul Alfredo",ALFREDO GALVAN RAUL,leg:67eb309f0601,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Garay, Nicolás Alfredo",ALFREDO GARAY NICOLAS,leg:f6a21ca70fc0,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Garcia Moreno, Miguel Angel",ANGEL GARCIA MIGUEL MORENO,leg:3a0efd241dbb,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gauna, Juan Octavio",GAUNA JUAN OCTAVIO,leg:cea953d35582,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gazia, Rodolfo Mauricio",GAZIA MAURICIO RODOLFO,leg:e7c8463f5c6f,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gimenez, Delfor Abel",ABEL DELFOR GIMENEZ,leg:2b73300f9503,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gimenez, Ramón Francisco",FRANCISCO GIMENEZ RAMON,leg:eedae7f8232c,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gioja, Jose Luis",GIOJA JOSE LUIS,leg:e9097e7979c8,diputados,San Juan,Frente de Todos,FRENTE DE TODOS,1994-06-10,1994-12-22,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Golpe Montiel, Nestor Lino",GOLPE LINO MONTIEL NESTOR,leg:d6b8268acf36,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Golpe, Carlos Horacio",CARLOS GOLPE HORACIO,leg:157ef97ff191,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gomez Centurion, Carlos E.",CARLOS CENTURION GOMEZ,leg:b6d1473cd839,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gonzalez Cabañas, Tomás W.",CABANAS GONZALEZ TOMAS,leg:dc268b9263a3,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gonzalez Gaviola, Juan Horacio",GAVIOLA GONZALEZ HORACIO JUAN,leg:7c9a5fdf5c83,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Gonzalez, Antonio Erman",ANTONIO ERMAN GONZALEZ,leg:0457cd611fb8,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Granados, Dulce",DULCE GRANADOS,leg:ee5b38826902,diputados,Buenos Aires,Frente para la Victoria - Pj,FRENTE PARA LA VICTORIA,1994-06-10,1994-12-22,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Green, Gustavo Adolfo",ADOLFO GREEN GUSTAVO,leg:caf75b4f1f02,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Guerrero, Luis Serafín",GUERRERO LUIS SERAFIN,leg:101558e33f60,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Guzman, María Cristina",CRISTINA GUZMAN MARIA,leg:9b57532b4432,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Hardy, Anibal Osvaldo",ANIBAL HARDY OSVALDO,leg:a784202c3f09,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Hernandez, Antonio María",ANTONIO HERNANDEZ MARIA,leg:c665fe83b97b,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Herrera Arias, Manuel H.",ARIAS HERRERA MANUEL,leg:41e8ac6989e6,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Herrera, Bernardo Eligio",BERNARDO ELIGIO HERRERA,leg:58cc6d41e1f6,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Humada, Raul",HUMADA RAUL,leg:1ec5fad613cb,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Ibarbia, José María",IBARBIA JOSE MARIA,leg:5f5079c96c4a,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Ibarreche, Julio Cesar",CESAR IBARRECHE JULIO,leg:7a935a4fa226,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Iturre, Cesar Eusebio",CESAR EUSEBIO ITURRE,leg:3680c7196aca,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Jaunarena, José Horacio",HORACIO JAUNARENA JOSE,leg:622848d0eceb,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Juncosa, Rodolfo Aldo",ALDO JUNCOSA RODOLFO,leg:dbee4bc2be4c,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Kaehler, Ernesto Rolando",ERNESTO KAEHLER ROLANDO,leg:89e4283b690e,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Kammerath, Germán Luis",GERMAN KAMMERATH LUIS,leg:dda42d9c3240,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Kelly, Elsa Diana Rosa",DIANA ELSA KELLY ROSA,leg:a9083da1de7c,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Kessler, Ana Raquel",ANA KESSLER RAQUEL,leg:1a170503281f,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Koth, Carlos",CARLOS KOTH,leg:b3769f1f76be,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Lafalla, Arturo Pedro",ARTURO LAFALLA PEDRO,leg:9d43c72e18f1,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Lahoz, José Fernando",FERNANDO JOSE LAHOZ,leg:b96e240a94bf,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Lamberto, Oscar Santiago",LAMBERTO OSCAR SANTIAGO,leg:d87a58e93c3d,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Larraburu, Damaso",DAMASO LARRABURU,leg:e566efe3db34,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Leconte, Ricardo Guillermo",GUILLERMO LECONTE RICARDO,leg:bfca9c34dc99,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Leguizamon, María Laura",LAURA LEGUIZAMON MARIA,leg:a2ea36b2392f,diputados,Buenos Aires,Frente para la Victoria - Pj,FRENTE PARA LA VICTORIA,1994-06-10,1994-12-22,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Llopis, Enrique Raúl",ENRIQUE LLOPIS RAUL,leg:d36c4217dd6c,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Lopez Arias, Marcelo Eduardo",ARIAS EDUARDO LOPEZ MARCELO,leg:c8e7ab5e98ab,diputados,Salta,Peronista,PERONISTA,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Lopez, Alcides Humberto",ALCIDES HUMBERTO LOPEZ,leg:208173bd70f0,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Lopez, José Augusto",AUGUSTO JOSE LOPEZ,leg:a760e5cc837d,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Losada, Luis Enrique",ENRIQUE LOSADA LUIS,leg:5bb7f3a94e8b,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Lynch, Carlos Alberto",ALBERTO CARLOS LYNCH,leg:af069032d4a8,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Macedo, Horacio Antonio",ANTONIO HORACIO MACEDO,leg:12bfb8d26b6d,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Machado, Oscar Alfredo",ALFREDO MACHADO OSCAR,leg:daa62cdf8b9e,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Maidana, Elsa H.",ELSA MAIDANA,leg:d357e0d56e33,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Manfredotti, Carlos",CARLOS MANFREDOTTI,leg:4529ece98a39,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Maqueda, Juan Carlos",CARLOS JUAN MAQUEDA,leg:28783fc65416,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Marcolli, Miguel",MARCOLLI MIGUEL,leg:51e7c848183e,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Marcos, Ricardo Ernesto",ERNESTO MARCOS RICARDO,leg:83117d98956f,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Martinez Garbino, Emilio Raúl",EMILIO GARBINO MARTINEZ RAUL,leg:e74a0d47c255,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Martinez, Esteban",ESTEBAN MARTINEZ,leg:33876395e9f9,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"Martinez, Manuel Luis",LUIS MANUEL MARTINEZ,leg:0e3478c64e77,diputados,,SIN BLOQUE,SIN BLOQUE,1994-06-10,1994-12-22,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 14 voto(s) en el período 1993-1995; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
